0	   1.0000000000
1	   0.0249458900
2	   0.0028586829
3	   0.0089283618
4	   0.0010438732
5	   0.0173328801
6	   0.0194328156
7	   0.0179097164
8	   0.0005488474
9	   0.0087150336
10	   0.0097141551
11	   0.0101469588
12	   0.0141773892
13	   0.0017130544
14	   0.0151088178
15	   0.0008211855
16	   0.0067253832
17	   0.0173340008
18	   0.0020193583
19	   0.0088461856
20	   0.0078005498
21	   0.0233313382
22	   0.0235708704
23	   0.0243998043
24	   0.0045619755
25	   0.0065467186
26	   0.0109633000
27	   0.0121840140
28	   0.0118316153
29	   0.0003042339
30	   0.0029407386
31	   0.0069536386
32	   0.0116913146
33	   0.0127435045
34	   0.0272841096
35	   0.0149962371
36	   0.0018902208
37	   0.0018919031
38	   0.0011754745
39	   0.0146824280
40	   0.0013352262
41	   0.0157733524
42	   0.0062745839
43	   0.0036158713
44	   0.0032646731
45	   0.0300078856
46	   0.0089087326
47	   0.0152567851
48	   0.0133568840
49	   0.0100269474
50	   0.0045571154
51	   0.0074688129
52	   0.0215143799
53	   0.0187587062
54	   0.0046140020
55	   0.0351386052
56	   0.0076710560
57	   0.0038966448
58	   0.0071090898
59	   0.0235520439
