0	   1.0000000000
1	   0.7326437839
2	   0.5559642272
3	   0.4296260963
4	   0.3371036264
5	   0.2661285373
6	   0.2121306711
7	   0.1692990279
8	   0.1356572587
9	   0.1090964045
10	   0.0874878725
11	   0.0704739498
12	   0.0577866565
13	   0.0468844045
14	   0.0384128232
15	   0.0322763791
16	   0.0269691386
17	   0.0229625873
18	   0.0198686136
19	   0.0167356585
20	   0.0150846789
21	   0.0132360859
22	   0.0110402926
23	   0.0097464201
24	   0.0086894206
25	   0.0081068905
26	   0.0075192832
27	   0.0064350059
28	   0.0054294905
29	   0.0040995216
30	   0.0027054861
31	   0.0021242185
32	   0.0006360585
33	   0.0010403392
34	   0.0015248273
35	   0.0027836194
36	   0.0032546506
37	   0.0032442130
38	   0.0018560194
39	   0.0010873345
40	   0.0013970244
41	   0.0016870597
42	   0.0020341227
43	   0.0011519690
44	   0.0018027323
45	   0.0017493831
46	   0.0012553636
47	   0.0013986846
48	   0.0014524018
49	   0.0014377072
50	   0.0015055778
51	   0.0018749517
52	   0.0014573546
53	   0.0011961293
54	   0.0007388627
55	   0.0009139947
56	   0.0017174448
57	   0.0013792989
58	   0.0017482412
59	   0.0010591150
