           nan	            nan
  0.4851732229	   0.0000000321
  0.4851242455	   0.0000000724
  0.4851942547	   0.0000001649
  0.4861581138	   0.0000003936
  0.4837954940	   0.0000009683
  0.4830730302	   0.0000024800
  0.4795323749	   0.0000064006
  0.4747682977	   0.0000166116
  0.4942902537	   0.0000480778
  0.4844798772	   0.0001227338
  0.5214492192	   0.0003741811
  0.3549885014	   0.0004361751
  0.2959139754	   0.0007580882
  0.5269861960	   0.0061426242
  0.3930516593	   0.0080979353
  0.0337510671	   0.0001275692
  0.2023749623	   0.0113471860
  0.6848071239	   0.3489805270
  0.0429800859	   0.0036767614
457.9678950552	 1764867.5592294226
  4.1604955074	 320.5336382949
           nan	            nan
           nan	            nan
           nan	            nan
-7778.0297390367	 2139545702.4018673897
           nan	            nan
 -0.0115314847	   0.0018641749
-80.1059607407	 69817.5866368881
-5533.8653682468	 166784706.4021470249
           nan	            nan
           nan	            nan
           nan	            nan
-375855.1015649618	 349834368015.3522338867
-74.9336462580	 16180.7145935385
           nan	            nan
           nan	            nan
           nan	            nan
           nan	            nan
           nan	            nan
  0.2449154646	   0.1454853162
           nan	            nan
           nan	            nan
           nan	            nan
           nan	            nan
8872959365146595427352576.0000000000	 7052624015355240275100492986491969063117939311378432.0000000000
           nan	            nan
           nan	            nan
           nan	            nan
2843913.7620104235	 85991302942001.0312500000
           nan	            nan
           nan	            nan
           nan	            nan
492556.4745076977	 388340346998.2172851562
7479.5964686308	 159984384.9015281498
626192017047.5272216797	 1810030016405341810458624.0000000000
           nan	            nan
           nan	            nan
75036633254011.5312500000	 84228835240223248751108554752.0000000000
           nan	            nan
666342215378583674683392.0000000000	 38302883106908887847684209446833826707977030074368.0000000000
195760263692961488067005108977664.0000000000	 1855005791270005036275499448960735934359670623267968788935542308864.0000000000
           nan	            nan
           nan	            nan
           nan	            nan
           nan	            nan
           nan	            nan
195760263692809374485991043104768.0000000000	 1855005791267081097639789751346460914335945118807524344052762804224.0000000000
666342215379240670461952.0000000000	 38302883106985614418362778594700621852233915432960.0000000000
           nan	            nan
75036633253977.7656250000	 84228835240147004216792055808.0000000000
           nan	            nan
           nan	            nan
626192017047.8115234375	 1810030016406990272593920.0000000000
7479.5964686281	 159984384.9014109671
492556.4745077891	 388340346998.3626708984
           nan	            nan
           nan	            nan
           nan	            nan
2843913.7620129013	 85991302942151.8125000000
           nan	            nan
           nan	            nan
           nan	            nan
8872959365141199874686976.0000000000	 7052624015346434139628417918833981341343582028562432.0000000000
           nan	            nan
           nan	            nan
           nan	            nan
           nan	            nan
  0.2449154646	   0.1454853162
           nan	            nan
           nan	            nan
           nan	            nan
           nan	            nan
           nan	            nan
-74.9336462580	 16180.7145935330
-375855.1015650180	 349834368015.4667968750
           nan	            nan
           nan	            nan
           nan	            nan
-5533.8653682457	 166784706.4020797014
-80.1059607407	 69817.5866369490
 -0.0115314847	   0.0018641749
           nan	            nan
-7778.0297390427	 2139545702.4052529335
           nan	            nan
           nan	            nan
           nan	            nan
  4.1604955074	 320.5336382949
457.9678950552	 1764867.5592291253
  0.0429800859	   0.0036767614
  0.6848071239	   0.3489805270
  0.2023749623	   0.0113471860
  0.0337510671	   0.0001275692
  0.3930516593	   0.0080979353
  0.5269861960	   0.0061426242
  0.2959139754	   0.0007580882
  0.3549885014	   0.0004361751
  0.5214492192	   0.0003741811
  0.4844798772	   0.0001227338
  0.4942902537	   0.0000480778
  0.4747682977	   0.0000166116
  0.4795323749	   0.0000064006
  0.4830730302	   0.0000024800
  0.4837954940	   0.0000009683
  0.4861581138	   0.0000003936
  0.4851942547	   0.0000001649
  0.4851242455	   0.0000000724
           nan	            nan
