0	   1.0000000000
1	   0.9554976448
2	   0.9159463339
3	   0.8794611088
4	   0.8453398294
5	   0.8130195090
6	   0.7823820000
7	   0.7533895508
8	   0.7255231051
9	   0.6992560769
10	   0.6740881682
11	   0.6500340684
12	   0.6268565518
13	   0.6045313363
14	   0.5829944981
15	   0.5621772999
16	   0.5420908064
17	   0.5226564205
18	   0.5042333579
19	   0.4863925081
20	   0.4691653528
21	   0.4525622487
22	   0.4365753080
23	   0.4213714732
24	   0.4068002968
25	   0.3927053207
26	   0.3792757801
27	   0.3663800638
28	   0.3539115005
29	   0.3417698808
30	   0.3301516709
31	   0.3190500138
32	   0.3080721674
33	   0.2974289146
34	   0.2871797654
35	   0.2773269628
36	   0.2677809857
37	   0.2586238825
38	   0.2496745383
39	   0.2409622590
40	   0.2322819035
41	   0.2239785327
42	   0.2161192131
43	   0.2086227127
44	   0.2012608953
45	   0.1942856705
46	   0.1874440731
47	   0.1807404037
48	   0.1742364623
49	   0.1680199862
50	   0.1620872234
51	   0.1562579855
52	   0.1505735787
53	   0.1451752118
54	   0.1399694053
55	   0.1347859666
56	   0.1296593531
57	   0.1248316687
58	   0.1200260892
59	   0.1155614376
